user_name,user_password,game_title,game_genre,game_developer,game_type,session_level,session_playtime,session_is_completed,achievement_list,achievement_points
hendersonsteve,R_f35BjS!o,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 12,4597,False,Achiev_43,195
torressusan,!$7Qw3Ujc3,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 5,4105,True,Achiev_17,166
lsanchez,kH5YexUp)_,Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 24,2744,False,Achiev_56,95
bowmanjeffrey,3i*2TqUz%b,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 28,2012,False,Achiev_46,344
lovediamond,$8^DnX$q1C,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 49,1333,True,Achiev_26,368
heather25,M@94LR6u3#,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 49,357,True,Achiev_5,440
dean50,)O9DbvAGA!,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 59,4804,True,Achiev_20,475
sanchezangela,$8)pUqza3L,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 50,2976,False,Achiev_47,216
cmyers,Rwr6Nbcx@I,Secured homogeneous knowledgebase,Action,"Preston, Thornton and Morgan",singleplayer,Level 28,3476,False,Achiev_70,21
edwardskatherine,@d8GiMFzNJ,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 50,1401,True,Achiev_2,19
lsanchez,kH5YexUp)_,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 12,3679,True,Achiev_48,198
george51,ED7TdW@aw(,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 33,2935,False,Achiev_18,341
michael92,f$m#0RGf6L,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 29,1139,False,Achiev_68,284
taylordonna,*Ocy@KqG59,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 57,1342,True,Achiev_51,294
rachelbarajas,)obPASpy*1,Secured homogeneous knowledgebase,Action,"Preston, Thornton and Morgan",singleplayer,Level 39,522,True,Achiev_68,123
torressusan,!$7Qw3Ujc3,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 50,2965,True,Achiev_16,285
diane33,n5u%eRQ$+T,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 55,1625,False,Achiev_19,499
dean50,)O9DbvAGA!,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 46,110,True,Achiev_11,283
rogerfox,!K0wLQmcK#,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 28,1191,True,Achiev_26,177
jason77,y0LzcQqB+B,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 60,3899,True,Achiev_28,385
davidrodriguez,FU_sO99o9#,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 18,4296,True,Achiev_93,158
michaelnelson,!o8El8aMNT,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 53,1737,False,Achiev_66,492
michaelbennett,68uyxgMa%+,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 20,3365,True,Achiev_22,361
iwatkins,$eWMveuJP7,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 30,4088,False,Achiev_83,489
edwardskatherine,@d8GiMFzNJ,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 7,4900,True,Achiev_50,102
diane33,n5u%eRQ$+T,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 10,1129,False,Achiev_37,117
christinewilliams,0%5&(CJhx@,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 45,2200,True,Achiev_23,228
lindsayhayes,6$&37Eek1(,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 17,672,True,Achiev_77,89
torressusan,!$7Qw3Ujc3,Advanced intangible customer loyalty,Strategy,Miller-Jordan,mmo,Level 38,1343,False,Achiev_58,476
davidrodriguez,FU_sO99o9#,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 25,1324,False,Achiev_90,88
edwardsjason,9vOg9Aefl),Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 4,1384,True,Achiev_99,174
craig20,!a9O)+_Rq(,Versatile bandwidth-monitored service-desk,Strategy,Wood LLC,singleplayer,Level 10,3970,False,Achiev_64,170
mullenjonathan,+JBjh)XM@1,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 48,2559,False,Achiev_40,340
palmeranthony,6m!A9Q@p&S,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 57,4753,False,Achiev_53,380
gabriella87,^Og5U0Fp_o,Advanced maximized workforce,Strategy,Bradford Ltd,singleplayer,Level 18,2895,True,Achiev_66,216
loripeterson,@7I)_pyC8R,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 47,1607,False,Achiev_88,368
scottdaniel,EoPa1xBUF$,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 35,4375,True,Achiev_42,433
garybecker,KS9Pem#^+N,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 26,2243,False,Achiev_40,34
mikegarza,_4J9MadiFn,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 35,2379,True,Achiev_47,39
jesuspeters,$6EB$!+H9g,Advanced intangible customer loyalty,Strategy,Miller-Jordan,mmo,Level 37,2653,True,Achiev_29,500
garybecker,KS9Pem#^+N,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 9,1271,True,Achiev_37,244
vhampton,L6OZtJqV$1,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 27,622,True,Achiev_49,322
smithjulie,)2HK5MhxS3,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 1,1234,False,Achiev_10,266
cmyers,Rwr6Nbcx@I,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 37,1177,True,Achiev_69,298
pwhite,95I8uUza#u,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 11,3023,False,Achiev_82,255
egarcia,^F7Kw^Ehh5,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 42,3124,True,Achiev_47,152
clinton20,l8h0ULaZ&q,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 10,1829,True,Achiev_63,246
brendahall,HV)0gL)biM,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 54,4843,True,Achiev_51,44
vhampton,L6OZtJqV$1,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 22,1313,False,Achiev_68,22
jesuspeters,$6EB$!+H9g,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 46,2594,False,Achiev_52,168
daniel20,)gglTM1b#8,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 37,3839,True,Achiev_28,72
toddwhite,+21EcAleZc,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 44,2874,False,Achiev_64,53
brandi76,r6^2C@iiqC,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 59,3511,True,Achiev_60,411
qmcintosh,_1R0YX2N5a,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 20,3900,False,Achiev_67,275
kaylamiller,*sLT1+Iv#k,Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 1,504,False,Achiev_62,281
william95,$6Dd5oR)aw,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 40,1912,False,Achiev_52,482
gfrey,kw8IRaRxl!,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 32,3814,True,Achiev_58,11
garybecker,KS9Pem#^+N,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 44,2755,True,Achiev_89,279
scottdaniel,EoPa1xBUF$,Advanced intangible customer loyalty,Strategy,Miller-Jordan,mmo,Level 29,222,False,Achiev_47,83
toddwhite,+21EcAleZc,Up-sized systematic application,RPG,Lutz PLC,mmo,Level 16,716,True,Achiev_69,232
mward,(B7gJrGDg@,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 31,3941,False,Achiev_48,31
mward,(B7gJrGDg@,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 16,4473,True,Achiev_76,337
hendersonsteve,R_f35BjS!o,Exclusive asynchronous open system,Strategy,"Wilkinson, Bryan and Matthews",mmo,Level 59,19,False,Achiev_2,229
chelsea79,B665mJuzr$,Versatile bandwidth-monitored service-desk,Strategy,Wood LLC,singleplayer,Level 27,133,False,Achiev_92,277
kevinsimpson,u4weQ1e7$W,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 18,3057,True,Achiev_85,29
mikegarza,_4J9MadiFn,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 48,1062,False,Achiev_52,349
brooke54,5ucFWrQ4_6,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 31,3830,True,Achiev_35,39
alfred30,7IpRMmfY*b,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 12,71,True,Achiev_52,438
christensenmatthew,*aQpzGS33y,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 36,1606,True,Achiev_65,493
landryjessica,))MUa39&1g,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 15,1679,True,Achiev_42,346
landryjessica,))MUa39&1g,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 36,2040,True,Achiev_94,54
reedrachel,&%M4pfIWE9,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 41,4870,True,Achiev_24,369
mikegarza,_4J9MadiFn,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 18,3810,False,Achiev_18,188
lovediamond,$8^DnX$q1C,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 42,1595,False,Achiev_41,333
toddwhite,+21EcAleZc,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 31,4843,False,Achiev_60,124
palmeranthony,6m!A9Q@p&S,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 7,1300,True,Achiev_88,362
michael92,f$m#0RGf6L,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 16,2170,False,Achiev_59,310
cmyers,Rwr6Nbcx@I,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 29,1587,True,Achiev_22,44
bryancruz,yxK4wKTba+,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 21,4431,False,Achiev_23,458
michael92,f$m#0RGf6L,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 2,2129,False,Achiev_27,353
ngraham,lx6LKb&1)4,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 19,1145,False,Achiev_24,177
mikegarza,_4J9MadiFn,User-centric multi-tasking emulation,Strategy,Ryan-Mcmillan,mmo,Level 14,1917,False,Achiev_81,452
alfred30,7IpRMmfY*b,Exclusive asynchronous open system,Strategy,"Wilkinson, Bryan and Matthews",mmo,Level 10,1854,True,Achiev_36,473
jasonwest,uub)$Tyw^4,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 4,3071,True,Achiev_33,412
kevinsimpson,u4weQ1e7$W,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 29,2445,True,Achiev_51,226
michaelnelson,!o8El8aMNT,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 24,1234,True,Achiev_54,471
tracymiranda,^6qeG2mGmK,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 52,1043,True,Achiev_60,257
wjones,8sW8xOpw%7,User-centric multi-tasking emulation,Strategy,Ryan-Mcmillan,mmo,Level 9,4475,True,Achiev_49,470
avilajesus,6sBoAJxQ(m,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 9,1041,False,Achiev_82,297
jesuspeters,$6EB$!+H9g,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 5,3501,True,Achiev_5,448
daniel20,)gglTM1b#8,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 48,2204,True,Achiev_93,125
anne80,o8RmOacq&u,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 9,936,False,Achiev_44,500
christinewilliams,0%5&(CJhx@,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 58,3621,True,Achiev_77,490
jasonwest,uub)$Tyw^4,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 23,4351,True,Achiev_2,425
alyssa80,N+8&rwV!eo,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 10,3517,False,Achiev_70,384
pcole,FkTca$2+_2,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 51,1494,True,Achiev_19,436
qbuck,%ZFBfFst$3,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 59,4940,True,Achiev_37,104
landryjessica,))MUa39&1g,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 11,1182,False,Achiev_66,176
justinrogers,7SHwu@+1(4,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 13,4785,True,Achiev_96,344
jason77,y0LzcQqB+B,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 55,433,True,Achiev_32,358
mikegarza,_4J9MadiFn,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 30,3013,False,Achiev_55,60
qmcintosh,_1R0YX2N5a,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 17,1519,False,Achiev_65,352
heather25,M@94LR6u3#,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 33,3264,True,Achiev_38,64
chelsea79,B665mJuzr$,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 56,4157,True,Achiev_90,12
jason77,y0LzcQqB+B,Exclusive asynchronous open system,Strategy,"Wilkinson, Bryan and Matthews",mmo,Level 57,4586,False,Achiev_77,230
lindsayhayes,6$&37Eek1(,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 52,4263,True,Achiev_17,276
bethharrison,1BVBt9jp&w,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 60,3849,False,Achiev_59,27
taraortega,)^0b+L6ePw,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 1,2139,False,Achiev_74,174
sanchezangela,$8)pUqza3L,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 48,3098,False,Achiev_96,453
lsanchez,kH5YexUp)_,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 57,3048,False,Achiev_1,262
loripeterson,@7I)_pyC8R,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 34,2707,False,Achiev_7,245
chelsea79,B665mJuzr$,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 3,3862,False,Achiev_10,310
arthurcollier,^b17iOkIKg,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 26,3502,True,Achiev_79,158
brittanyli,B^0CvlY08A,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 22,1491,True,Achiev_32,215
brandiflynn,^5#KJ1enW3,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 30,1443,True,Achiev_10,239
hendersonsteve,R_f35BjS!o,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 4,1105,True,Achiev_17,284
briangreen,ZxSO9Ehy^5,User-centric multi-tasking emulation,Strategy,Ryan-Mcmillan,mmo,Level 48,4643,False,Achiev_61,40
carteranthony,Iv8VZdukK%,Versatile bandwidth-monitored service-desk,Strategy,Wood LLC,singleplayer,Level 19,2538,False,Achiev_85,305
rachelbarajas,)obPASpy*1,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 17,1586,False,Achiev_41,25
alyssa80,N+8&rwV!eo,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 13,3314,True,Achiev_21,421
taylordonna,*Ocy@KqG59,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 16,413,True,Achiev_100,95
clinton20,l8h0ULaZ&q,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 18,4783,True,Achiev_77,412
fclay,gK%g7LbF7g,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 59,3885,False,Achiev_55,442
dennisjason,M)1z3AMz!m,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 13,4684,False,Achiev_51,313
diane33,n5u%eRQ$+T,Exclusive asynchronous open system,Strategy,"Wilkinson, Bryan and Matthews",mmo,Level 10,1098,True,Achiev_31,293
mullenjonathan,+JBjh)XM@1,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 58,33,False,Achiev_25,92
lovediamond,$8^DnX$q1C,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 27,3798,False,Achiev_62,481
brittanyli,B^0CvlY08A,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 20,3713,True,Achiev_43,173
iwatkins,$eWMveuJP7,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 1,3000,True,Achiev_2,495
clinton20,l8h0ULaZ&q,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 20,1484,False,Achiev_75,370
barbaracummings,jzQb0+Dnu&,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 25,4032,True,Achiev_28,262
marthayoung,!z6MQ2Nq$s,Open-architected 24hour array,Simulation,"Weber, Beltran and Smith",singleplayer,Level 31,1151,True,Achiev_57,444
palmeranthony,6m!A9Q@p&S,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 32,2239,True,Achiev_75,398
christinewilliams,0%5&(CJhx@,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 35,4118,True,Achiev_4,356
fclay,gK%g7LbF7g,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 50,2683,False,Achiev_34,498
bryancruz,yxK4wKTba+,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 15,4340,True,Achiev_95,417
george35,1Mf2Z@vti@,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 44,3480,True,Achiev_81,409
jasonwest,uub)$Tyw^4,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 36,2674,True,Achiev_30,255
edwardsjason,9vOg9Aefl),Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 22,4964,True,Achiev_84,219
summersmorgan,^kU0_WfX5^,Exclusive asynchronous open system,Strategy,"Wilkinson, Bryan and Matthews",mmo,Level 48,2505,False,Achiev_31,165
nsmith,O8z1YAZ7+t,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 52,2742,True,Achiev_73,29
carteranthony,Iv8VZdukK%,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 28,565,True,Achiev_90,220
mward,(B7gJrGDg@,Advanced intangible customer loyalty,Strategy,Miller-Jordan,mmo,Level 50,4061,False,Achiev_29,200
brandiflynn,^5#KJ1enW3,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 39,1386,False,Achiev_28,70
george35,1Mf2Z@vti@,Exclusive asynchronous open system,Strategy,"Wilkinson, Bryan and Matthews",mmo,Level 46,2490,False,Achiev_70,33
jorgemanning,7E#SlyW5%+,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 25,2052,True,Achiev_92,401
brandi76,r6^2C@iiqC,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 52,1970,True,Achiev_95,85
summersmorgan,^kU0_WfX5^,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 47,2285,False,Achiev_20,417
lindsayhayes,6$&37Eek1(,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 44,1599,False,Achiev_33,54
taraortega,)^0b+L6ePw,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 7,2845,True,Achiev_32,53
jorgemanning,7E#SlyW5%+,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 47,4760,False,Achiev_31,162
craig20,!a9O)+_Rq(,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 22,2732,True,Achiev_91,264
pweaver,L3o#Dh6Q@K,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 33,2117,True,Achiev_50,390
lindsayhayes,6$&37Eek1(,Advanced maximized workforce,Strategy,Bradford Ltd,singleplayer,Level 16,1426,False,Achiev_10,483
qmcintosh,_1R0YX2N5a,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 15,2836,True,Achiev_94,349
jorgemanning,7E#SlyW5%+,Exclusive asynchronous open system,Strategy,"Wilkinson, Bryan and Matthews",mmo,Level 1,883,False,Achiev_57,197
wjones,8sW8xOpw%7,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 37,3175,True,Achiev_94,498
diane33,n5u%eRQ$+T,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 42,1274,False,Achiev_54,199
davidrodriguez,FU_sO99o9#,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 29,3199,False,Achiev_92,188
palmeranthony,6m!A9Q@p&S,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 17,1195,True,Achiev_38,226
dean50,)O9DbvAGA!,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 28,144,False,Achiev_30,35
summersmorgan,^kU0_WfX5^,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 38,3626,True,Achiev_63,345
mikegarza,_4J9MadiFn,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 49,1905,True,Achiev_98,81
lindsayhayes,6$&37Eek1(,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 27,129,True,Achiev_43,169
hendersonsteve,R_f35BjS!o,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 29,4351,False,Achiev_15,196
blackkirsten,186ZSzsf)!,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 43,21,True,Achiev_91,493
shelby36,#btD%MM9S@,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 38,2088,False,Achiev_50,33
pcole,FkTca$2+_2,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 5,60,False,Achiev_38,435
nsmith,O8z1YAZ7+t,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 53,4509,True,Achiev_35,271
bowmanjeffrey,3i*2TqUz%b,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 37,3809,False,Achiev_63,348
sanchezangela,$8)pUqza3L,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 51,3933,True,Achiev_13,322
george35,1Mf2Z@vti@,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 39,2151,False,Achiev_45,400
hendersonsteve,R_f35BjS!o,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 48,3419,False,Achiev_41,153
iwatkins,$eWMveuJP7,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 14,3262,False,Achiev_75,113
alyssa80,N+8&rwV!eo,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 18,4266,True,Achiev_66,497
scottdaniel,EoPa1xBUF$,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 47,3673,True,Achiev_46,438
reedrachel,&%M4pfIWE9,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 25,4724,True,Achiev_25,335
brooke54,5ucFWrQ4_6,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 21,4991,True,Achiev_24,138
qmcintosh,_1R0YX2N5a,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 50,1786,True,Achiev_25,410
blackkirsten,186ZSzsf)!,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 1,2513,False,Achiev_52,393
smithjulie,)2HK5MhxS3,Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 49,2642,True,Achiev_68,383
iwatkins,$eWMveuJP7,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 49,2653,False,Achiev_59,352
michaelnelson,!o8El8aMNT,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 22,2302,True,Achiev_15,152
jjones,_1WhHwmyN2,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 1,288,False,Achiev_20,78
alfred30,7IpRMmfY*b,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 12,3695,False,Achiev_54,370
lsanchez,kH5YexUp)_,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 37,3144,True,Achiev_100,112
nsmith,O8z1YAZ7+t,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 60,1046,True,Achiev_34,96
timothyfisher,)x1HilFSS9,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 11,3174,True,Achiev_66,292
george51,ED7TdW@aw(,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 50,189,True,Achiev_45,334
george51,ED7TdW@aw(,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 3,4642,False,Achiev_80,382
mikegarza,_4J9MadiFn,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 1,3821,True,Achiev_47,83
pwhite,95I8uUza#u,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 49,1057,False,Achiev_28,17
brandiflynn,^5#KJ1enW3,User-centric fault-tolerant synergy,Shooter,Santos-Tyler,mmo,Level 35,4511,False,Achiev_85,160
stephanie99,lNQ8F*txM@,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 18,1172,True,Achiev_1,183
chelsea79,B665mJuzr$,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 45,3667,True,Achiev_67,266
toddwhite,+21EcAleZc,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 36,4330,True,Achiev_61,35
jjones,_1WhHwmyN2,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 6,1043,False,Achiev_90,279
iwatkins,$eWMveuJP7,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 60,3369,True,Achiev_75,318
jreed,)HR7MHwgRC,Versatile bandwidth-monitored service-desk,Strategy,Wood LLC,singleplayer,Level 46,930,False,Achiev_23,170
pweaver,L3o#Dh6Q@K,Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 31,2558,True,Achiev_78,491
brandiflynn,^5#KJ1enW3,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 14,3600,False,Achiev_93,279
tracymiranda,^6qeG2mGmK,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 5,2984,False,Achiev_31,195
michaelbennett,68uyxgMa%+,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 44,3667,False,Achiev_15,494
hendersonsteve,R_f35BjS!o,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 32,300,False,Achiev_3,195
