user_name,user_password,game_title,game_genre,game_developer,game_type,session_level,session_playtime,session_is_completed,achievement_list,achievement_points
michele48,d+ZW7S)GSi,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 26,363,False,Achiev_93,428
rosskimberly,@Z6RpuhNjG,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 59,4316,False,Achiev_77,198
jfarmer,9%9ACkdQq^,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 38,3108,True,Achiev_77,267
melissamaldonado,XlM_3@PQz^,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 41,3721,False,Achiev_60,474
rosejennifer,&t&TY5J3w#,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 46,4762,True,Achiev_30,448
jacksonmelissa,!&cZGpz1u4,Reduced regional policy,RPG,Simpson LLC,mmo,Level 6,2073,True,Achiev_35,190
melissamaldonado,XlM_3@PQz^,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 60,299,True,Achiev_75,390
smithcarrie,F(1D+LqllX,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 26,4140,False,Achiev_92,180
matthew13,@VRTVHkB6*,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 50,1473,False,Achiev_46,118
jacksonmelissa,!&cZGpz1u4,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 18,4046,True,Achiev_18,205
connor89,q25$3IlAu*,User-centric zero administration customer loyalty,Action,"Mcneil, Bradshaw and Sanders",singleplayer,Level 38,4604,True,Achiev_33,103
melissamaldonado,XlM_3@PQz^,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 12,3550,False,Achiev_32,433
zhogan,@0&Z4m@Rtr,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 58,3675,True,Achiev_2,184
hchapman,@w3buMjS7*,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 12,440,False,Achiev_12,204
scottpaul,pr6lxHlL_&,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 39,180,False,Achiev_100,261
david15,4K8uQCava&,Cloned executive solution,RPG,Allen-White,singleplayer,Level 48,4339,True,Achiev_66,435
hbaker,xuT3uTEub+,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 48,212,True,Achiev_53,312
bgonzalez,!_7K1FHxEc,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 22,1483,True,Achiev_1,318
jameswilkins,(5YyBb2nMA,Cloned human-resource Graphical User Interface,Action,Miller-Johnson,mmo,Level 35,1123,True,Achiev_93,343
collinsjessica,3$4E0hLh@h,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 40,1808,True,Achiev_89,298
feliciabrown,W2C+Y6Utw),Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 57,3646,False,Achiev_14,485
gsnyder,*&0NfBAd_E,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 28,2224,False,Achiev_85,103
ymiddleton,%2lENblOyY,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 25,4771,True,Achiev_56,83
zhogan,@0&Z4m@Rtr,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 29,4388,False,Achiev_40,265
mcgrathdebbie,4CU)qpMt#1,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 21,3696,True,Achiev_64,361
williamsmith,&4*BLq&G3H,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 51,612,False,Achiev_14,113
joseph51,IL_Vat*M@9,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 21,4165,True,Achiev_47,304
mprice,3X0O%Qk*^w,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 60,1597,True,Achiev_70,259
christina60,KM_9JmNwU3,Reduced regional policy,RPG,Simpson LLC,mmo,Level 32,3161,False,Achiev_5,244
kweaver,6TJbHsqq&b,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 9,823,True,Achiev_79,34
fjackson,8+$YNJYe!v,Triple-buffered upward-trending info-mediaries,Action,Morrison Inc,mmo,Level 57,4407,True,Achiev_81,446
kariburnett,!M*0FKmK13,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 44,3908,True,Achiev_99,31
ajones,09urP%aU%(,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 18,3076,True,Achiev_23,227
ejackson,E$i0TdurGY,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 46,1082,False,Achiev_26,216
robert71,)tkcUy%A7Y,Cloned foreground groupware,Shooter,"Flores, Wright and Hudson",singleplayer,Level 44,4298,True,Achiev_20,188
robert71,)tkcUy%A7Y,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 1,664,False,Achiev_36,171
david15,4K8uQCava&,Advanced stable model,Action,Middleton-Lowery,mmo,Level 32,1201,False,Achiev_2,84
xsullivan,u*30IxM((g,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 24,787,True,Achiev_17,292
ymiddleton,%2lENblOyY,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 52,2755,False,Achiev_100,367
jameswilkins,(5YyBb2nMA,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 4,2949,True,Achiev_70,29
logan03,*7IS5Gyv)M,Triple-buffered upward-trending info-mediaries,Action,Morrison Inc,mmo,Level 23,3838,True,Achiev_80,333
wcox,_9j_M%NeHN,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 32,4380,False,Achiev_23,38
longjoseph,w9vV(eDp@$,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 7,4089,False,Achiev_34,19
mprice,3X0O%Qk*^w,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 55,113,False,Achiev_27,342
adriana84,k5L%IK*w&R,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 37,1907,True,Achiev_37,174
robert71,)tkcUy%A7Y,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 21,4139,True,Achiev_90,377
scottpaul,pr6lxHlL_&,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 36,2161,False,Achiev_61,349
randall21,$2o2Bs+nh0,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 42,3589,True,Achiev_56,165
qrodriguez,!qYgoFAx)7,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 18,2919,False,Achiev_99,136
kariburnett,!M*0FKmK13,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 42,1723,False,Achiev_23,166
michele48,d+ZW7S)GSi,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 15,4627,False,Achiev_29,303
schmidtlori,48YOf+)7_9,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 9,4688,False,Achiev_86,469
kweaver,6TJbHsqq&b,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 26,3533,True,Achiev_61,262
matthew13,@VRTVHkB6*,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 26,4213,True,Achiev_72,52
mcgrathdebbie,4CU)qpMt#1,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 42,3270,True,Achiev_88,361
robert71,)tkcUy%A7Y,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 38,1084,True,Achiev_21,348
johnsonstacey,(4Rykvm9b4,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 47,2987,False,Achiev_43,485
jburns,JBSy6MzI%l,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 19,1567,True,Achiev_69,84
david15,4K8uQCava&,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 8,1735,True,Achiev_69,277
joseph51,IL_Vat*M@9,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 25,3638,False,Achiev_5,201
ccurtis,^i&U1WhVX!,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 1,3575,True,Achiev_39,421
collinsjessica,3$4E0hLh@h,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 41,1683,False,Achiev_54,95
johnsonstacey,(4Rykvm9b4,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 21,42,True,Achiev_62,90
hchapman,@w3buMjS7*,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 11,125,False,Achiev_89,130
leemonica,$_W4xp0o!2,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 14,4245,True,Achiev_37,300
richardjohnson,eCGhB&Hy(3,Advanced stable model,Action,Middleton-Lowery,mmo,Level 28,2641,True,Achiev_7,429
hernandezrebecca,Ua!7SMsK2@,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 43,4722,False,Achiev_53,309
scottpaul,pr6lxHlL_&,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 28,2838,False,Achiev_37,456
paul92,vj4p8tGDm&,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 12,208,False,Achiev_33,257
leejeffrey,o$cfV4n+mF,User-centric zero administration customer loyalty,Action,"Mcneil, Bradshaw and Sanders",singleplayer,Level 38,4489,True,Achiev_99,498
ymiddleton,%2lENblOyY,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 37,2725,False,Achiev_60,80
christina60,KM_9JmNwU3,Cloned executive solution,RPG,Allen-White,singleplayer,Level 52,1020,True,Achiev_48,399
kariburnett,!M*0FKmK13,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 45,1181,True,Achiev_55,348
adriana84,k5L%IK*w&R,Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 11,3200,True,Achiev_76,363
xsullivan,u*30IxM((g,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 17,3076,False,Achiev_96,385
jeffreydavis,&nWpTQhM+3,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 29,1708,False,Achiev_33,69
robert71,)tkcUy%A7Y,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 27,4804,True,Achiev_34,464
keith77,#51FYUCkMi,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 25,519,True,Achiev_99,346
james73,fX_Gy2Zm!0,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 53,559,False,Achiev_36,151
christina20,yHZ#s_BZ!9,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 53,3863,False,Achiev_81,491
jameswilkins,(5YyBb2nMA,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 1,4236,True,Achiev_61,351
david39,&P99vVsr#y,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 27,2858,True,Achiev_18,148
adriana84,k5L%IK*w&R,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 34,4314,False,Achiev_97,395
ajones,09urP%aU%(,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 53,3910,False,Achiev_40,110
leejeffrey,o$cfV4n+mF,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 5,3448,True,Achiev_86,149
gsnyder,*&0NfBAd_E,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 57,3673,False,Achiev_37,412
ustevenson,89@Lp0ey&H,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 24,3165,True,Achiev_11,113
melissamaldonado,XlM_3@PQz^,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 13,1844,False,Achiev_72,41
barnesjason,6s^YRpQh&0,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 39,808,True,Achiev_73,203
ccurtis,^i&U1WhVX!,Cloned executive solution,RPG,Allen-White,singleplayer,Level 42,1183,True,Achiev_33,54
leemonica,$_W4xp0o!2,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 41,4970,False,Achiev_34,377
travis57,%LY4KjMfDr,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 1,1102,True,Achiev_2,400
jeffreydavis,&nWpTQhM+3,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 57,2761,True,Achiev_74,283
kempmelanie,OR0Vy7Ad&L,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 42,744,False,Achiev_75,324
uharris,MDMnJ4xM^1,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 56,3138,True,Achiev_52,191
brandon56,q&3nCUBj5&,Re-contextualized optimizing analyzer,Shooter,Lawrence Ltd,singleplayer,Level 8,3244,True,Achiev_47,379
estesbrent,r8&LgKc++3,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 22,4763,False,Achiev_54,132
ejackson,E$i0TdurGY,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 54,2219,True,Achiev_36,313
eholloway,!Te4O3wG8G,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 51,3149,False,Achiev_62,95
barnesjason,6s^YRpQh&0,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 40,3022,True,Achiev_15,196
jameswilkins,(5YyBb2nMA,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 35,1989,True,Achiev_98,69
morganjonathon,^1gEOs10)J,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 2,3231,False,Achiev_69,358
richardjohnson,eCGhB&Hy(3,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 20,2420,False,Achiev_74,326
kempmelanie,OR0Vy7Ad&L,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 51,1719,False,Achiev_42,253
jacksonmelissa,!&cZGpz1u4,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 23,4028,True,Achiev_34,127
rosskimberly,@Z6RpuhNjG,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 58,2267,False,Achiev_48,88
megan40,7)YiU98q@Z,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 22,1302,True,Achiev_79,14
morganjonathon,^1gEOs10)J,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 16,1683,False,Achiev_4,140
williamsbrandon,79MPcC_u(f,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 12,804,False,Achiev_15,418
gsnyder,*&0NfBAd_E,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 15,2900,True,Achiev_82,332
megan40,7)YiU98q@Z,Reduced regional policy,RPG,Simpson LLC,mmo,Level 5,2272,False,Achiev_82,248
rosskimberly,@Z6RpuhNjG,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 22,4030,True,Achiev_79,498
othomas,*Y50IzuTcS,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 20,4892,False,Achiev_29,343
othomas,*Y50IzuTcS,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 34,40,False,Achiev_93,237
xsullivan,u*30IxM((g,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 5,4287,False,Achiev_87,433
leemonica,$_W4xp0o!2,Cloned foreground groupware,Shooter,"Flores, Wright and Hudson",singleplayer,Level 10,3106,True,Achiev_24,25
david39,&P99vVsr#y,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 54,1743,False,Achiev_21,48
bgonzalez,!_7K1FHxEc,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 26,1369,True,Achiev_1,31
david27,&UqVDsrUj8,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 34,643,True,Achiev_83,105
madison34,)48EcND#D@,Cloned human-resource Graphical User Interface,Action,Miller-Johnson,mmo,Level 31,1662,True,Achiev_29,365
david27,&UqVDsrUj8,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 11,4378,True,Achiev_84,444
richardjohnson,eCGhB&Hy(3,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 39,2626,False,Achiev_26,404
keith83,Q*1pDOyza@,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 11,2531,True,Achiev_47,394
yrose,G5N32g#s_a,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 25,1557,False,Achiev_72,98
kariburnett,!M*0FKmK13,Reduced regional policy,RPG,Simpson LLC,mmo,Level 14,4010,False,Achiev_92,418
estesbrent,r8&LgKc++3,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 10,3577,False,Achiev_16,62
matthew13,@VRTVHkB6*,Triple-buffered upward-trending info-mediaries,Action,Morrison Inc,mmo,Level 49,3992,True,Achiev_9,266
creynolds,8!QMVy67_O,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 44,405,True,Achiev_84,112
barnesjason,6s^YRpQh&0,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 56,1580,True,Achiev_37,156
fjackson,8+$YNJYe!v,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 52,11,True,Achiev_74,16
isanders,5G4@ljXe_W,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 39,4753,True,Achiev_89,419
jfarmer,9%9ACkdQq^,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 39,1023,True,Achiev_95,176
joseph51,IL_Vat*M@9,Advanced stable model,Action,Middleton-Lowery,mmo,Level 46,321,True,Achiev_58,186
ccurtis,^i&U1WhVX!,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 37,3811,False,Achiev_24,212
gillroger,tYu9MuOk!c,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 34,2772,True,Achiev_35,149
david15,4K8uQCava&,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 26,4726,False,Achiev_15,469
wcox,_9j_M%NeHN,User-centric zero administration customer loyalty,Action,"Mcneil, Bradshaw and Sanders",singleplayer,Level 52,1396,False,Achiev_82,16
mckeeadrian,#19Z$fk1%V,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 16,1444,True,Achiev_30,200
gillroger,tYu9MuOk!c,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 48,1569,True,Achiev_7,173
shannonhill,!F($y8CxR0,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 58,2019,True,Achiev_3,289
michele48,d+ZW7S)GSi,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 47,1623,True,Achiev_74,363
david27,&UqVDsrUj8,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 30,4358,True,Achiev_100,264
hdudley,a%UT(og8$5,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 13,3917,True,Achiev_58,239
shannonhill,!F($y8CxR0,Cloned executive solution,RPG,Allen-White,singleplayer,Level 21,4242,True,Achiev_58,467
shannonhill,!F($y8CxR0,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 20,1885,False,Achiev_57,34
aaron06,$Qfo1AGt+Y,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 16,2462,False,Achiev_19,108
kweaver,6TJbHsqq&b,Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 26,1603,True,Achiev_26,96
eholloway,!Te4O3wG8G,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 33,3711,False,Achiev_58,86
williamstammy,p#5lQBIg+9,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 55,4035,False,Achiev_94,65
david27,&UqVDsrUj8,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 1,750,True,Achiev_23,407
brandon56,q&3nCUBj5&,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 27,4846,True,Achiev_95,292
williamsbrandon,79MPcC_u(f,Cloned foreground groupware,Shooter,"Flores, Wright and Hudson",singleplayer,Level 55,1389,True,Achiev_21,98
richardjohnson,eCGhB&Hy(3,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 44,542,True,Achiev_75,284
johnsonstacey,(4Rykvm9b4,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 21,494,False,Achiev_83,78
uharris,MDMnJ4xM^1,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 56,3304,False,Achiev_43,119
tarasampson,&VuR9FVis9,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 31,3373,True,Achiev_14,367
matthew13,@VRTVHkB6*,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 46,1544,True,Achiev_43,302
elizabeth56,EERkTdTe(3,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 8,3583,True,Achiev_51,161
hdudley,a%UT(og8$5,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 13,1212,False,Achiev_14,228
johnsonstacey,(4Rykvm9b4,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 44,1241,True,Achiev_63,217
david27,&UqVDsrUj8,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 3,977,False,Achiev_70,65
williamstammy,p#5lQBIg+9,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 22,88,True,Achiev_2,132
keith77,#51FYUCkMi,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 9,1360,False,Achiev_47,175
christina60,KM_9JmNwU3,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 22,1728,False,Achiev_75,178
david39,&P99vVsr#y,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 60,4854,True,Achiev_99,280
madison34,)48EcND#D@,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 59,1457,False,Achiev_91,226
madison34,)48EcND#D@,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 12,4374,False,Achiev_54,129
keith77,#51FYUCkMi,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 44,2666,False,Achiev_57,429
ejackson,E$i0TdurGY,Advanced stable model,Action,Middleton-Lowery,mmo,Level 13,773,False,Achiev_53,436
david27,&UqVDsrUj8,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 47,2278,False,Achiev_9,332
eholloway,!Te4O3wG8G,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 30,4441,True,Achiev_22,265
xsullivan,u*30IxM((g,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 24,2598,True,Achiev_49,496
mprice,3X0O%Qk*^w,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 14,4951,False,Achiev_95,155
rosejennifer,&t&TY5J3w#,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 27,3619,True,Achiev_70,46
ajones,09urP%aU%(,Cloned executive solution,RPG,Allen-White,singleplayer,Level 13,2294,False,Achiev_55,288
steven03,%l1oKgxrV%,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 11,4760,True,Achiev_58,318
barnesjason,6s^YRpQh&0,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 23,3471,False,Achiev_15,427
estesbrent,r8&LgKc++3,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 34,2038,False,Achiev_70,404
williamstammy,p#5lQBIg+9,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 50,2248,False,Achiev_69,78
scottpaul,pr6lxHlL_&,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 21,1927,True,Achiev_88,68
megan40,7)YiU98q@Z,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 43,2109,True,Achiev_86,321
creynolds,8!QMVy67_O,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 25,4323,False,Achiev_8,481
johnsonstacey,(4Rykvm9b4,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 9,421,True,Achiev_75,191
morganjonathon,^1gEOs10)J,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 36,415,False,Achiev_87,125
ajones,09urP%aU%(,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 46,2765,False,Achiev_90,300
hbaker,xuT3uTEub+,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 21,4236,True,Achiev_22,310
mjohns,6v$Lkv)e+6,Enterprise-wide methodical knowledgebase,Strategy,Wilkinson Ltd,singleplayer,Level 36,4226,True,Achiev_44,267
jburns,JBSy6MzI%l,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 15,3259,False,Achiev_8,320
robert71,)tkcUy%A7Y,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 49,3703,False,Achiev_92,173
morganjonathon,^1gEOs10)J,Advanced stable model,Action,Middleton-Lowery,mmo,Level 12,1254,False,Achiev_68,421
oford,0r5CQVbM$F,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 60,4002,False,Achiev_24,286
mcgrathdebbie,4CU)qpMt#1,Cloned human-resource Graphical User Interface,Action,Miller-Johnson,mmo,Level 5,1643,False,Achiev_11,291
zachary51,909Yy3y9+O,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 54,97,True,Achiev_94,152
kellerkristin,aXbfQs4N(7,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 12,1186,False,Achiev_89,225
johnsonstacey,(4Rykvm9b4,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 24,4099,True,Achiev_79,171
eholloway,!Te4O3wG8G,Advanced stable model,Action,Middleton-Lowery,mmo,Level 33,3187,True,Achiev_44,160
hbaker,xuT3uTEub+,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 2,600,True,Achiev_53,183
david15,4K8uQCava&,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 23,2570,True,Achiev_53,127
logan03,*7IS5Gyv)M,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 2,3195,True,Achiev_36,296
isanders,5G4@ljXe_W,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 40,1395,True,Achiev_45,94
mcgrathdebbie,4CU)qpMt#1,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 17,2910,False,Achiev_80,359
jeffreydavis,&nWpTQhM+3,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 15,4171,True,Achiev_88,147
jasoncrawford,^Bb1nOLtK),Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 23,1965,True,Achiev_56,55
